year,id,topfederalrate,topstaterate,state_full
1990,51,28,0,"WYOMING"
1991,51,31.93,0,"WYOMING"
1992,51,31.93,0,"WYOMING"
1993,51,40.79,0,"WYOMING"
1994,51,40.79,0,"WYOMING"
1995,51,40.79,0,"WYOMING"
1996,51,40.79,0,"WYOMING"
1997,51,40.79,0,"WYOMING"
1998,51,40.79,0,"WYOMING"
1999,51,40.79,0,"WYOMING"
2000,51,40.79,0,"WYOMING"
2001,51,40.27,0,"WYOMING"
2002,51,39.76,0,"WYOMING"
2003,51,36.05,0,"WYOMING"
2004,51,36.05,0,"WYOMING"
2005,51,36.05,0,"WYOMING"
2006,51,35.7,0,"WYOMING"
2007,51,35.7,0,"WYOMING"
2008,51,35.35,0,"WYOMING"
2009,51,35.35,0,"WYOMING"
2010,51,35,0,"WYOMING"
2011,51,35,0,"WYOMING"
2012,51,35,0,"WYOMING"
2013,51,40.79,0,"WYOMING"
2014,51,40.79,0,"WYOMING"
2015,51,40.79,0,"WYOMING"
2016,51,40.79,0,"WYOMING"
2017,51,40.79,0,"WYOMING"
2018,51,37,0,"WYOMING"
